children,year_last_moved,Average Credit Card Transaction,Balance Transfer,Term Deposit,Life Insurance,Medical Insurance,Average A/C Balance,Personal Loan,Investment in Mutual Fund,Investment Tax Saving Bond,Home Loan,Online Purchase Amount,Investment in Commudity,Investment in Equity,Investment in Derivative,Portfolio Balance,ab_10,ab_11,ab_13,ab_17,ab_9,st_partner,st_singleNm,st_divSep,oc_10,oc_11,oc_12,ocp_10,ocp_12,hs_own,gender_f,semp_yes,semp_part_yes,fi
0,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0.0,0.0,1.45,0.0,-30.92,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,11.25
0,1977,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,23.17,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,9.0
1,1991,0.0,0.0,0.0,0.0,29.99,19.47,17.6,20.98,0.0,34.75,24.49,6.0,19.55,14.67,-1.58,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,23.75
0,1998,0.0,0.0,0.0,19.49,18.47,51.45,0.0,33.47,0.0,0.0,54.99,7.59,23.32,20.48,-76.35,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1980,84.97,24.99,49.97,28.48,14.99,11.49,0.0,50.95,0.0,0.0,0.0,40.68,10.41,17.65,86.06,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,26.25
1,1986,0.0,127.96,39.49,82.46,27.48,11.98,45.98,0.0,9.0,14.23,111.27,55.48,32.08,29.48,117.39,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,11.25
0,1989,14.99,0.0,48.97,0.0,108.94,0.0,0.0,0.0,0.0,0.0,117.94,34.58,19.66,18.16,57.59,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,13.75
0,1967,0.0,27.49,71.97,78.95,5.99,42.95,2.99,58.94,19.99,9.49,29.97,36.88,27.39,34.97,108.51,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,6.0
0,1987,0.0,59.97,0.0,154.42,0.0,23.48,0.0,93.45,0.0,0.0,0.0,42.88,19.49,45.23,51.05,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,16.25
0,1985,215.96,180.95,0.0,163.91,74.43,110.87,0.0,145.42,15.46,0.0,0.0,127.05,45.29,85.02,209.59,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,6.0
3,1984,0.0,25.49,0.0,69.47,0.0,0.0,0.02,48.96,0.0,0.0,0.0,18.99,8.16,19.74,-4.19,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,9.0
2,1995,0.0,0.0,0.0,39.98,0.0,0.0,0.0,13.99,0.0,0.0,0.0,8.0,2.33,9.0,32.96,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,23.75
0,1982,0.0,0.0,24.48,40.98,0.0,60.46,0.0,41.48,0.0,0.0,0.0,13.09,16.99,23.82,64.34,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,35.0
0,1978,24.49,131.48,0.0,57.47,10.0,110.44,0.0,0.0,9.49,0.0,0.0,44.69,19.99,31.23,34.74,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,9.0
1,1989,0.0,0.01,0.0,26.98,0.0,4.47,17.99,47.85,0.0,0.0,0.0,5.4,11.72,16.22,57.78,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
2,1985,19.49,84.98,29.99,13.99,0.0,19.46,0.0,96.82,0.0,1.19,0.0,29.69,19.58,21.71,58.51,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,28.75
2,1984,0.0,147.44,9.99,210.86,22.96,10.98,0.0,102.42,0.0,0.0,0.0,78.25,18.9,57.87,157.33,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0
0,1974,0.0,128.96,35.0,149.46,0.0,58.9,0.0,49.95,0.0,0.0,4.99,62.68,18.97,43.05,123.47,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,16.25
0,1968,0.0,14.99,0.0,39.48,6.98,17.96,20.48,9.99,3.99,0.0,0.0,12.29,8.74,16.48,28.32,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,23.75
1,1991,0.0,0.0,0.0,0.0,0.0,0.0,58.97,0.0,0.0,0.0,0.0,0.0,9.83,9.83,64.95,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,21.25
0,1986,0.0,0.0,0.0,0.0,4.99,0.0,0.0,31.99,0.0,4.23,0.0,1.0,6.04,6.16,-16.11,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,18.75
2,1987,0.0,7.99,0.0,32.97,0.0,41.48,24.45,41.97,0.0,0.0,0.0,8.19,17.98,23.48,38.34,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
1,1995,0.0,0.0,0.0,49.47,0.0,79.44,33.96,0.0,12.97,7.48,7.98,9.89,23.64,29.31,81.56,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,28.75
2,1991,0.0,119.96,29.47,166.9,4.99,120.39,11.98,172.83,0.0,0.0,0.0,64.26,50.87,79.52,201.52,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1924,0.0,70.95,0.0,135.4,0.0,14.49,101.96,151.88,0.0,0.0,0.0,41.27,44.72,67.29,129.35,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,23.75
2,1992,0.0,0.51,0.0,69.48,0.0,3.49,0.0,58.43,0.0,0.0,0.0,14.0,10.32,21.9,31.91,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,18.75
2,1997,0.0,24.49,0.0,60.97,0.0,69.95,5.49,102.4,24.48,15.47,0.0,17.09,36.3,43.88,90.92,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,9.0
2,0,0.0,57.95,0.0,145.38,0.0,51.94,0.0,130.4,0.0,0.0,0.0,40.67,30.39,54.62,100.77,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35.0
0,1985,0.0,0.0,0.0,0.0,0.0,28.46,0.0,24.49,0.0,0.0,0.0,0.0,8.83,8.83,-26.96,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,35.0
0,1997,0.0,34.98,0.0,124.96,10.99,62.45,0.0,72.95,2.99,0.0,18.98,34.19,26.23,45.72,78.2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,26.25
2,1977,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.53,0.0,0.0,0.0,0.0,3.26,3.26,-24.79,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,28.75
1,1980,54.98,0.0,0.0,64.95,13.07,0.0,96.88,13.99,2.49,6.47,0.0,26.6,19.97,31.9,81.33,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,13.75
0,1996,0.0,0.0,0.0,0.0,0.0,0.0,24.97,0.0,9.98,15.24,0.0,0.0,8.37,5.83,-21.66,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
1,1979,0.0,99.98,5.0,74.96,15.98,42.93,610.0,0.0,40.96,25.46,0.0,39.18,119.89,130.81,250.9,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,28.75
0,0,58.41,64.95,0.0,68.45,53.41,98.46,0.0,14.49,0.0,5.98,0.0,49.04,19.82,39.14,102.82,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.0
1,1972,0.0,0.0,149.94,117.95,29.99,58.48,16.98,54.46,0.0,20.72,24.48,59.58,29.19,46.31,123.37,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,16.25
0,1972,0.0,72.46,42.97,69.98,28.98,34.99,52.86,0.0,0.0,0.0,0.0,42.88,14.64,31.14,87.78,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,9.0
0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,0.0,0.0,2.5,0.0,28.46,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6.0
2,1989,0.0,168.47,34.47,109.43,40.47,58.99,36.47,30.46,0.0,8.46,0.0,70.57,22.4,45.97,101.57,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,21.25
0,1997,0.0,0.0,0.0,0.0,0.0,11.47,0.0,0.0,0.0,0.0,11.49,0.0,3.83,1.91,-21.82,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,35.0
1,1979,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,3.0,-37.43,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,21.25
0,1993,0.0,0.0,0.0,0.0,0.0,0.0,13.49,0.0,0.0,12.98,0.0,0.0,4.41,2.25,-16.34,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,35.0
0,1991,36.98,0.0,0.0,0.0,49.47,0.0,25.98,0.0,0.0,0.0,0.0,17.29,4.33,12.58,16.44,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,35.0
2,1978,0.0,111.47,11.99,351.3,0.0,56.95,23.98,23.98,0.0,0.0,0.0,94.95,17.49,76.04,211.75,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,35.0
1,1987,0.0,76.46,0.0,116.45,0.0,21.95,28.48,223.29,38.41,0.0,0.0,38.58,52.02,71.43,201.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,35.0
0,1982,0.0,0.0,11.99,27.99,53.93,0.0,0.0,0.0,0.0,0.0,0.0,18.78,0.0,13.65,57.36,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,21.25
3,1982,0.0,17.99,0.0,51.47,0.0,24.99,0.0,36.98,0.0,0.0,0.0,13.89,10.33,18.91,53.68,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,16.25
0,1986,24.99,54.98,93.94,133.45,41.46,0.0,6.0,18.47,0.0,0.0,0.0,69.76,4.08,33.23,93.69,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,9.0
2,1996,0.0,0.0,47.98,121.45,39.98,29.98,0.0,29.98,0.0,5.99,0.0,41.88,10.99,36.9,108.49,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,23.75
2,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46,0.0,19.43,0.0,0.0,9.65,6.41,52.54,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,4.0
1,1976,0.0,0.0,0.0,15.49,0.0,0.0,73.45,9.98,19.99,7.47,0.0,3.1,18.48,19.82,-2.02,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28.75
2,1991,26.96,0.0,0.0,0.0,14.36,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0.0,2.39,-17.13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,16.25
1,1998,0.0,18.98,24.99,56.46,9.98,9.98,64.96,21.49,46.46,0.0,98.45,22.08,40.22,34.89,167.19,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,23.75
0,1998,69.44,407.83,198.43,264.31,40.47,113.83,99.44,232.77,12.98,0.0,96.92,196.1,92.66,127.3,416.87,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,28.75
1,1988,99.47,302.92,0.0,312.83,0.0,171.81,518.1,214.32,9.46,9.99,16.97,143.04,156.78,204.42,442.61,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,9.0
0,1960,0.0,0.0,69.48,99.46,0.0,14.98,0.0,71.45,11.48,0.0,85.96,33.79,30.65,32.9,61.08,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.0
0,1969,0.0,182.94,109.95,93.45,34.95,39.96,0.0,39.95,3.49,0.0,41.97,84.26,20.9,35.3,66.96,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,13.75
0,1960,39.96,174.44,18.98,281.86,0.0,317.26,0.0,138.4,34.48,20.64,55.95,103.05,94.46,128.67,329.29,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,28.75
0,1997,0.0,0.0,0.0,51.47,15.99,15.0,22.46,0.0,0.0,0.0,3.5,13.49,6.83,17.49,59.47,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,18.75
1,1984,0.0,0.0,0.0,0.0,0.0,0.0,26.44,0.0,1.0,0.0,0.0,0.0,4.57,4.57,22.28,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,35.0
0,1972,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,-2.46,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,11.25
1,1997,0.0,99.98,0.0,27.99,0.0,4.99,5.99,0.0,0.0,0.0,0.0,25.59,1.83,6.5,36.97,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,4.0
3,1995,15.99,29.99,59.48,0.0,0.0,0.0,0.0,43.48,0.0,0.0,0.0,21.09,7.25,7.25,20.39,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,26.25
3,1987,0.0,0.0,0.0,29.99,21.48,39.45,0.0,38.97,0.0,0.0,0.0,10.29,13.07,21.65,45.42,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,26.25
0,1999,82.47,0.0,60.97,0.0,95.96,0.0,0.0,0.0,0.0,0.0,0.0,47.88,0.0,15.99,76.56,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,4.0
0,1968,0.0,98.47,0.0,19.99,0.0,44.49,24.49,0.01,3.98,2.99,0.0,23.69,12.66,15.49,43.12,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,9.0
1,1997,19.99,54.46,69.98,194.86,48.96,104.36,90.43,174.88,41.0,0.0,0.0,77.65,68.45,109.08,233.19,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,23.75
0,1991,163.43,26.51,0.0,169.32,17.87,0.0,0.0,69.95,0.0,0.0,0.0,75.43,11.66,42.86,104.8,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,9.0
2,1969,6.99,45.48,24.99,100.45,103.08,32.48,63.47,14.49,12.98,0.0,44.97,56.2,28.07,54.49,144.31,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,21.25
0,1969,0.0,0.0,56.47,145.35,74.41,78.94,0.0,0.0,0.0,0.0,0.0,55.25,13.16,49.78,83.27,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,18.75
1,1998,14.49,295.8,79.98,328.34,45.46,89.47,0.0,75.45,5.0,14.45,436.4,152.81,103.46,90.62,357.2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,23.75
1,1989,0.0,0.0,0.0,20.99,0.0,68.49,200.45,0.0,15.98,0.0,6.98,4.2,48.65,50.99,108.1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1901,0.0,19.49,0.0,61.45,0.0,12.97,0.0,0.0,1.0,0.0,0.0,16.19,2.33,12.57,43.62,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4.0
0,1965,0.0,0.0,19.49,0.0,0.0,0.0,0.0,40.94,0.0,0.0,0.0,3.9,6.82,6.82,-21.16,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,9.0
2,1995,30.0,74.98,319.38,156.4,164.85,157.42,0.0,83.82,0.0,3.98,24.48,149.12,44.95,93.75,278.1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1990,16.48,30.0,35.78,118.41,7.98,38.47,0.0,66.44,0.0,0.0,0.0,41.73,17.49,38.55,123.72,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,23.75
0,1989,0.0,75.96,0.0,54.98,0.0,84.97,0.0,94.87,0.0,0.0,0.0,26.19,29.97,39.14,48.13,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,18.75
0,1994,0.0,104.49,0.0,112.93,0.0,42.47,0.0,9.49,0.0,0.0,0.0,43.48,8.66,27.48,86.11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,18.75
0,1987,104.95,172.94,159.41,130.4,69.44,97.9,0.0,91.89,1.0,9.99,0.0,127.43,33.46,65.11,231.19,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,28.75
0,1985,0.0,0.0,108.45,0.0,44.46,0.0,0.0,0.0,0.0,0.0,0.0,30.58,0.0,7.41,0.36,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,28.75
0,1982,9.49,64.97,140.93,170.92,9.99,76.37,0.0,200.25,36.96,10.98,0.0,79.26,54.09,82.42,253.98,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4.0
1,1984,0.0,0.0,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0.0,0.0,0.0,1.5,1.5,4.36,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,28.75
0,1970,0.0,0.0,0.0,19.99,7.48,0.0,0.0,13.99,0.0,0.0,0.0,5.49,2.33,6.91,60.03,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,13.75
0,1990,0.0,17.49,0.0,100.96,0.0,63.97,0.0,34.97,18.95,0.0,0.0,23.69,19.65,36.48,117.78,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,23.75
0,0,0.0,0.0,0.51,61.95,0.0,0.0,0.0,40.46,0.0,0.0,5.99,12.49,7.74,17.07,75.52,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4.0
0,1998,7.48,437.4,0.01,119.95,2.29,0.0,0.0,57.45,0.0,0.0,0.0,113.43,9.58,29.95,136.61,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,28.75
2,1996,13.99,59.99,0.0,163.37,10.98,40.95,0.0,4.99,9.99,0.0,0.0,49.67,9.32,38.38,106.46,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,28.75
0,1992,0.0,0.0,0.0,0.0,0.0,84.32,0.0,39.43,0.0,2.49,24.99,0.0,25.21,20.63,65.76,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,16.25
0,1993,79.97,26.0,27.99,52.4,126.59,0.0,0.0,33.96,4.99,13.47,0.0,62.59,8.74,36.32,135.99,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,21.25
0,1964,5.96,1.89,3.46,21.83,1.98,0.98,0.99,15.96,0.0,5.98,0.0,7.02,3.99,6.96,-1.94,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,18.75
0,1983,0.0,0.55,0.0,7.98,26.97,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,5.83,15.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28.75
1,1995,14.99,89.48,77.98,77.47,29.49,39.98,209.32,19.98,1.0,0.0,0.0,57.88,45.05,62.87,136.42,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,23.75
1,1993,0.0,285.94,102.95,49.98,50.96,26.98,77.44,17.47,34.47,11.48,0.0,97.97,27.97,42.88,153.45,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35.0
3,1981,0.0,0.0,39.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,35.79,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,28.75
1,1991,79.97,0.0,74.47,99.95,0.0,41.46,22.98,69.96,1.0,9.99,12.96,50.88,26.39,39.23,74.81,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,0.0,5.0,5.0,26.36,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,18.75
2,1984,0.0,0.0,39.99,89.45,0.0,21.48,0.0,0.0,4.49,18.97,11.48,25.89,9.4,19.24,18.51,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,35.0
1,1985,0.0,0.0,0.0,92.96,0.0,24.99,11.99,14.98,0.0,0.0,195.95,18.59,41.32,24.15,82.64,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,11.25
0,1986,14.99,17.48,106.95,94.42,38.46,183.42,0.0,39.46,34.48,0.0,19.49,54.46,46.14,65.04,176.31,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,13.75
0,1903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.58,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0
0,1972,0.0,344.4,59.97,326.34,15.46,192.88,0.0,129.89,49.49,5.0,0.0,149.23,62.88,119.01,329.0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,28.75
0,1998,0.0,0.01,0.0,18.51,0.0,19.48,0.0,0.0,1.0,24.97,0.0,3.7,7.58,6.5,75.18,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,35.0
2,1963,0.51,0.56,18.95,234.76,3.99,17.99,146.47,0.53,4.99,13.45,0.0,51.75,30.57,68.12,171.06,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28.75
1,1998,0.0,0.0,0.0,27.49,0.0,11.99,0.0,13.48,0.0,5.99,0.0,5.5,5.24,8.83,36.36,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,35.0
0,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,0.0,2.33,0.0,-16.7,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,6.0
0,1969,4.99,0.0,62.97,75.93,14.97,184.84,103.89,112.9,26.93,38.65,10.49,31.77,79.62,86.58,195.14,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,13.75
2,1992,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
0,1985,0.0,0.0,103.46,170.95,69.93,21.94,0.0,19.98,7.49,0.0,9.48,68.87,9.82,48.38,151.63,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,9.0
0,1997,0.0,24.99,0.0,71.46,0.0,59.48,0.0,17.48,0.0,1.99,1.0,19.29,13.33,24.74,52.9,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,35.0
0,1977,4.99,107.47,140.43,75.89,39.61,151.4,0.0,53.97,29.7,8.48,44.45,73.68,48.0,58.43,158.56,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
0,1986,43.46,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69,0.0,3.33,26.36,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,21.25
0,1998,198.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,0.0,0.0,62.11,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,18.75
0,1980,29.48,150.41,29.98,130.92,87.94,69.47,0.0,137.38,0.0,0.0,110.96,85.75,52.97,70.95,224.64,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,35.0
1,1964,109.45,509.91,152.95,219.87,45.97,127.89,49.57,444.65,115.96,0.0,0.0,207.63,123.01,167.32,421.15,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,23.75
1,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.52,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,26.25
0,1997,0.0,0.0,0.0,57.97,0.0,0.0,0.0,0.0,0.0,0.0,24.99,11.59,4.17,9.66,6.93,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,4.0
0,1967,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.75,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,23.75
3,1981,0.0,0.0,0.0,0.0,0.0,14.97,0.0,29.49,0.0,0.0,0.0,0.0,7.41,7.41,5.58,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,28.75
1,1981,119.48,45.98,47.96,58.97,59.96,68.96,86.22,47.95,26.44,0.0,6.99,66.47,39.43,58.08,134.64,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,16.25
0,1984,0.0,0.0,0.0,0.0,29.46,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,4.91,44.77,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,35.0
0,1976,0.0,50.48,0.0,425.31,30.96,186.8,0.0,247.79,3.99,0.0,27.97,101.35,77.76,149.14,402.26,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6.0
2,1992,0.0,45.98,29.99,47.98,54.98,13.97,11.99,23.99,0.0,0.0,0.0,35.79,8.33,25.49,42.42,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,35.0
1,1989,260.42,24.48,66.46,97.43,38.43,182.1,356.68,245.71,38.44,9.99,33.98,97.44,144.48,159.8,427.15,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1986,0.0,0.0,9.49,0.0,7.99,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.33,59.34,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,18.75
2,1985,0.0,79.98,29.49,50.45,0.0,24.49,49.95,0.0,0.0,0.0,0.0,31.98,12.41,20.82,93.63,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,21.25
1,1985,0.0,60.46,0.0,49.98,0.0,11.98,0.0,33.96,9.99,0.0,0.0,22.09,9.32,17.65,32.35,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,26.25
0,1985,15.48,59.46,34.49,31.47,29.99,20.44,135.37,0.0,0.0,12.48,0.0,34.18,28.05,36.21,125.45,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28.75
0,1988,0.0,0.0,0.0,0.0,0.0,17.96,0.0,81.91,0.0,0.0,0.0,0.0,16.65,16.65,113.89,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,11.25
2,1993,0.0,48.98,0.0,82.96,17.98,29.48,26.49,11.49,0.0,0.0,0.0,29.98,11.24,28.07,78.55,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,21.25
0,1971,9.99,0.0,21.49,0.0,0.0,14.98,0.0,9.49,3.49,23.97,0.0,6.3,8.66,4.66,10.17,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,28.75
0,1981,56.43,0.0,79.45,0.0,114.82,0.0,0.0,0.0,0.0,0.0,0.0,50.14,0.0,19.14,66.88,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,28.75
3,1975,0.0,84.97,0.0,120.97,30.98,27.45,0.0,235.89,0.0,0.0,0.0,47.38,43.89,69.22,128.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,26.25
0,1977,0.0,0.0,0.0,47.47,24.96,9.99,0.0,97.93,14.99,17.98,0.0,14.49,23.48,32.56,35.97,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,11.25
